timestamp,x,y,yaw
1668994584937549114,2.156263e-06,8.928825e-07,1.848434e-06
1668994585062570095,1.2371610377320378e-05,6.18215913824995e-05,7.387057e-06
1668994585125060081,-7.593768469171309e-05,0.00016674383903956595,1.1774697e-05
1668994585187550067,-0.05088497844429064,-0.002782252083320447,-0.00012296527927917642
1668994585250009059,-0.05079797916810514,-0.0028385645016364485,-0.0001253183752791764
1668994585312553882,-0.050850693556571,-0.0028257814754545727,-0.00012651086327917642
1668994585375283002,-0.05946853984815926,-0.0013529630969151517,-6.019997288954556e-05
1668994585437598943,-0.05943379781872637,-0.0013702493184157033,-6.399145488954556e-05
1668994585500149965,-0.05948443500009831,-0.001368706429065639,-6.227395288954557e-05
1668994585562766075,-0.06296859182066297,-0.0019745334339355022,-0.00014043771626564647
1668994585625308036,-0.06294379754275714,-0.001971773054960035,-0.00013788945226564646
1668994585687756061,-0.06296824245182221,-0.001987139224411006,-0.00013946831726564647
1668994585751173019,-0.06308875638610134,-0.002226857518866869,-0.00018261078726564646
1668994585812592983,-0.06427220735107879,-0.0019107254294517438,-0.0001431460465937304
1668994585875134944,-0.06423428805523855,-0.0019028631673684625,-0.0001408309135937304
1668994585937617063,-0.06492234132604525,-0.001992211198934584,-0.00014529818605658678
1668994586000128984,-0.06494079591221028,-0.0019998917505977733,-0.00014316185005658677
1668994586062578916,-0.06490197755165557,-0.0020019861849275306,-0.00014176665305658677
1668994586125051021,-0.06493407223281603,-0.0019973365579252934,-0.00014502825305658676
1668994586187587022,-0.06549917742525446,-0.0019508722491926723,-0.00014821052167236236
1668994586250085115,-0.06548773821366576,-0.0019442501615314516,-0.00014971908767236235
1668994586312576055,-0.06552682926064193,-0.001907224408440603,-0.00014710731667236235
1668994586375190019,-0.06595969704223,-0.0018881049470569021,-0.00014877633370446924
1668994586437613010,-0.06592963750946841,-0.001902338199361485,-0.00014917342800446924
1668994586500211000,-0.06590776094913593,-0.0018888633526130446,-0.00014874207500446924
1668994586562612056,-0.06654303885524906,0.009670240525630562,-0.00015101150659438097
1668994586625091075,-0.06656295280631126,0.009660500637755245,-0.00015285039959438097
1668994586687659025,-0.06656807705168315,0.00968978213134025,-0.00015447991659438097
1668994586750232934,-0.06662017679313462,0.009666861159430438,-0.00015834058059438098
1668994586812763929,-0.06705908901855122,0.01875223444322229,-0.0001588517584735892
1668994586875318050,-0.0670775184963208,0.01875338307979172,-0.00015522082747358918
1668994586937563896,-0.0674552699070562,0.026052000261847216,-0.0001519156119266143
1668994587000330924,-0.06747389390536805,0.02605148618071737,-0.0001560980459266143
1668994587062912940,-0.06744484734485823,0.026047835628561576,-0.00015797222492661432
1668994587125211000,-0.06743961611291427,0.026055836267272058,-0.0001587254755266143
1668994587187588930,-0.07306631075216935,0.03194452854364836,-0.00015794117817329533
1668994587250130891,-0.07300975461828489,0.03194663805713229,-0.00016102577317329532
1668994587312613964,-0.07298878822978475,0.03194637864720003,-0.0001563720571732953
1668994587375077009,-0.0776928174496717,0.036855476516437106,-0.00015992053382793024
1668994587437743902,-0.07767779573851305,0.036855169905153126,-0.00015901520932793024
1668994587500128030,-0.07768166967246261,0.03685052317610879,-0.00015879204422793023
1668994587562700033,-0.08173925321668041,0.04107470339571123,-0.00015915559642819938
1668994587625123977,-0.08172278945882624,0.041063755905273384,-0.00015916739854819937
1668994587687597036,-0.08169974992995029,0.0410594119510765,-0.00015879820684819936
1668994587750279903,-0.0816997499299645,0.04105941195109693,-0.00015879820684800615
1668994587812630891,-0.08517859526350373,0.04467868039256351,-0.0001541469289859568
1668994587875277042,-0.08522323517875195,0.04469026208380692,-0.00015073257598595679
1668994587937520980,-0.08821914900632666,0.04783408522224093,-0.00015398927328081228
1668994588000102043,-0.08821366438685606,0.04784218582276441,-0.00015104422728081228
1668994588062598943,-0.08820370549909665,0.047850803469630214,-0.00014894623128081227
1668994588125139951,-0.08816840367844911,0.047853826412590623,-0.00015008984528081228
1668994588187678098,-0.09085112238479973,0.05058847980545963,-0.00015239535478768897
1668994588250806093,-0.09084830074206954,0.050569192455230415,-0.00015232727785768896
1668994588312695026,-0.09085973286184079,0.05057031084566707,-0.00015131409585768897
1668994588375269889,-0.0931590668777797,0.0530143525587115,-0.00015241454280254455
1668994588438000917,-0.09313866022120028,0.0530286972686069,-0.00015183692900254454
1668994588500485897,-0.0931340621797928,0.05301415110028674,-0.00015591702000254453
1668994588562891960,-0.09522793370805167,0.05519653368648536,-0.0001546897629640605
1668994588625300884,-0.09523093269643254,0.0551937452343648,-0.0001534282739640605
1668994588687936067,-0.09520208348685312,0.05520325612719233,-0.0001493376929640605
1668994588749955892,-0.0970874463431048,0.05715950380310709,-0.00015223971198643346
1668994588812612056,-0.09712510968907688,0.05713641169669641,-0.00015302977258643347
1668994588875088930,-0.09710952410437045,0.057142322467707146,-0.00014731796158643347
1668994588937819004,-0.09881601579348676,0.05893824115015763,-0.00014168635589217467
1668994589000341892,-0.09881956756444213,0.058945158402464545,-0.00014241879119217466
1668994589062747001,-0.09884321488259422,0.058922493470057145,-0.00015237027419217467
1668994589125407934,-0.09887355310859772,0.058938470002886406,-0.00015334575529217466
1668994589187664985,-0.10039113949993933,0.06056662770844377,-0.00015096594522384584
1668994589250149965,-0.10041563871966555,0.06055119742681578,-0.00015161476472384583
1668994589312710046,-0.1003606411028844,0.06055295285638526,-0.00015157453265384583
1668994589375438928,-0.1041914197486944,0.061968837780278056,-0.0001507904589322416
1668994589437652111,-0.10423228618812845,0.061973619452601554,-0.0001466711979322416
1668994589500294923,-0.1042284938379701,0.06198039731744592,-0.00014312083493224162
1668994589563817024,-0.10773428390375688,0.06327139417159806,-0.00014632554675658921
1668994589625355958,-0.10774710559102842,0.06327940962582426,-0.00014550031325658922
1668994589688036918,-0.10774365170245008,0.06328055424029452,-0.00014489127055658922
1668994589750756978,-0.10774365170245452,0.06328055424029985,-0.00014489127055626223
1668994589875123977,-0.11096419250292175,0.06447668916129785,-0.00014669971341407933
1668994589937647104,-0.11395263249321946,0.06557382399863972,-0.00014750648413776725
1668994590000400066,-0.11393136586849939,0.06557399001647649,-0.00014884805513776724
1668994590062609910,-0.11395620539879889,0.06557674433982276,-0.00014759025813776725
1668994590187864065,-0.11679568764767492,0.06938880743633291,-0.00014548869598715657
1668994590250309944,-0.11681819849256639,0.06938307054234565,-0.00014629028438715658
1668994590312694072,-0.11681874757537843,0.06938400836158116,-0.00014484548738715657
1668994590375173091,-0.11945475948414168,0.07291772914745331,-0.000145605589675487
1668994590500194072,-0.11945919229859832,0.07291002745381424,-0.000146904060675487
1668994590562859058,-0.12191140566435149,0.07618305899564602,-0.00015410520923121507
1668994590625535011,-0.12191826560388341,0.07621435287317002,-0.00015117387523121506
1668994590750674009,-0.12415590634653748,0.07928128063318092,-0.00013928309185454508
1668994590813056945,-0.12415020122157983,0.07928308919657102,-0.0001410460488545451
1668994590875572919,-0.12415601248037338,0.07928605464125561,-0.0001436510978545451
1668994591000258922,-0.12625127573127543,0.08217517206254078,-0.00013925742268400946
1668994591062905073,-0.1262079569647175,0.08218491041517545,-0.00013566124968400944
1668994591125108957,-0.12621829969157589,0.08217520415619338,-0.00014313420768400945
1668994591250494003,-0.12819178525076724,0.0848643164814878,-0.00014360071846633275
1668994591312999963,-0.12819157654462843,0.08486574500253218,-0.00014050841846633276
1668994591375504970,-0.13002816587626112,0.0874080121091837,-0.0001374042473152771
1668994591500538110,-0.12997277404755173,0.08740705279760214,-0.0001388904933152771
1668994591562978982,-0.13173268010931297,0.08978692083375686,-0.00013485517039445971
1668994591625521898,-0.1317359675906196,0.08978427149706662,-0.00013599601239445972
1668994591750924110,-0.13172157461873257,0.089804726169869,-0.0001339104903944597
1668994591812993049,-0.13172083481969113,0.08981945119093417,-0.00013111948739445971
1668994591875571966,-0.13172063711808119,0.08980667054490177,-0.00012967082539445973
1668994591937655925,-0.13325768263342957,0.09196409273006019,-0.00013393689541361936
1668994592062647104,-0.13327488142462052,0.0919623677635974,-0.00013668136741361937
1668994592125190973,-0.13327990255108121,0.0919700834179639,-0.00013704592681361937
